Controlling Institution	System ID	Accession No	Other ID: AS Key Set and CR	Classification term only	Object Type	Brief Description	Credit Line	Media Materials Description	Materials term only	Measurement Description	Update date	Item Count	Classification term only	Record Status	Department	Procedural Status	Signature Marks Date Description	Copyright status	Maker| Role for Export	Provenance full details	Collection	Current Owner	Object Copyright URI	Classification URI	Object Type URI	Materials Type URI	Artist for caption	Maker| Role for Export	Title and date	Medium and dimensions	Controlling Institution for caption	Copyright Holder for caption	Accession Number for caption	Primary Image DAM ID	Image DAM ID	Caption	CR Number	Exhibition Details	Documentation short summary only	Related Object IDs	External File Details
"Georgia O'Keeffe Museum (Santa Fe)"	"7356"	"2000.3.381"		"Clothing/Personal Artifacts"		"Custom-made Black Wool Gored Skirt, mid length; zipper on right side at waist; black satin or silk lining.  Medium goes with jacket 0385?  Zipper in side seam.  United States?"	"Gift of Juan and Anna Marie Hamilton      "	"Wool"	"wool"	" 27 x 27 1/4 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Knize label on matching Jacket 2000.3.385.  Label "" Knize Inc. Paris, Vienna, New York. 11/10//64 Mrs. G. O'Keeffe"""	"Copyright Not Evaluated"	"Business: Knize"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Knize"	"Business: Knize"	"Skirt, 1964"	"Wool, 27 x 27 1/4 inches"	"Georgia O'Keeffe Museum"		"[2000.3.381]"	"779784"	"779784, 780201"	"Knize. Skirt, 1964. Wool, 27 x 27 1/4 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.381]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"	"1762"	
"Georgia O'Keeffe Museum (Santa Fe)"	"7357"	"2000.3.394"		"Clothing/Personal Artifacts"		"Aqua wrapdress, raglan sleeve seams, 3/4 sleeve with inside visible flap, wide belt loops thread (right unattached) 2 side pockets 1 3/4"" hand hemmed sleeves, white rectangular tag on collar. (""Neiman Marcus"" Lorch Dallas"" manufacturing). Wide belt loops."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"46 1/2 W x 47 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"""Neiman Marcus"" Lorch-Dallas"""	"Copyright Not Evaluated"	"Business: Neiman Marcus"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Neiman Marcus"	"Business: Neiman Marcus"	"Dress, Wrapdress, ca. 1945-1970s"	"Cotton, 46 1/2 W x 47 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.394]"	"779809"	"779809, 779810"	"Neiman Marcus. Dress, Wrapdress, ca. 1945-1970s. Cotton, 46 1/2 W x 47 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.394]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7358"	"2000.3.504a-b"		"Clothing/Personal Artifacts"		"Japanese style wooden platform sandal. Wood is light brown. Straps are hick, cushioned black velvet. Bottoms have two horizontal slats of wood for height. Bottoms also have this twine connecting straps. Bottoms of toe area have metal hollow flower covering/securing toe-strap."	"Gift of Juan and Anna Marie Hamilton      "	"Wood, velvet and metal"	"wood, velvet, metal"	"9 1/2 x 3 1/2 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Small imprinted maker's mark? on heels."	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", , "	"Unknown"	"Unknown"	"Sandals, 20th Century"	"Wood, velvet and metal, 9 1/2 x 3 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.504a-b]"	"779906"	"779906, 779907, 779905, 779904"	"Unknown. Sandals, 20th Century. Wood, velvet and metal, 9 1/2 x 3 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.504a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7359"	"2000.3.515a-b"		"Clothing/Personal Artifacts"		"Brown leather, mid high work boot, lace up. a= left, b = right.  See WC 2012 notes: Duflex, Ridglay, Ridgeway - check for works re: sole? maker of tools, possilby Russell. on sole - Duflex, Ridglay, Gristle. nothing in boot."	"Gift of Juan and Anna Marie Hamilton      "	"Leather"	"leather"	" 9 1/4 H x 3 3/4 W x 11 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Boots, Lace-up, ca. 1930-1985"	"Leather, 9 1/4 H x 3 3/4 W x 11 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.515a-b]"			"Unknown. Boots, Lace-up, ca. 1930-1985. Leather, 9 1/4 H x 3 3/4 W x 11 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.515a-b]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"736"	"2006.5.278"	"1353, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Sketch. Abstraction/River, a large central river which forks out into many secondary rivers into other directions."	"Gift of The Georgia O'Keeffe Foundation      "	"Black ball point pen on paper"	"Black ball point pen, Paper"	"9 x 6 7/8 inches"	"Nov 25 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"medium thick, cream, smooth wove paper; crest and imprint from Raffles Hotel Singapore*"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Abstraction/River), 1959"	"Black ball point pen on paper, 9 x 6 7/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.278]"	"725953"	"725953, "	"Georgia O'Keeffe. Untitled (Abstraction/River), 1959. Black ball point pen on paper, 9 x 6 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.278]"	"1353"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"7360"	"2000.3.521a-b"		"Clothing/Personal Artifacts"		"Shoes: a: left, b: right. Black leather suede flats; single hole bow tie on upper."	"Gift of Juan and Anna Marie Hamilton      "	"Suede and leather"	"leather, suede"	"3 1/4  H x 3 1/4  W x 11  L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Designer: Ferragamo S.p.A."			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", "	"Ferragamo S.p.A."	"Designer: Ferragamo S.p.A."	"Shoes,  Flats with tie, ca. 1957-1965"	"Suede and leather, 3 1/4 H x 3 1/4 W x 11 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.521a-b]"	"779968"	"779968, 779967, 779966, 779965"	"Ferragamo S.p.A.. Shoes, Flats with tie, ca. 1957-1965. Suede and leather, 3 1/4 H x 3 1/4 W x 11 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.521a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"	"7538, 7539, 7537, 7573"	
"Georgia O'Keeffe Museum (Santa Fe)"	"7361"	"2000.3.528a-b"		"Clothing/Personal Artifacts"		"Light Blue Suede; 3/4"" heel; scalloped upper with leather band trim; jzeB6401 712 8B noted inside."	"Gift of Juan and Anna Marie Hamilton      "	"Suede and leather"	"suede, leather"	"2 3/4  H x 3 1/4  W x 10 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Designer: Ferragamo S.p.A."			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", "	"Ferragamo S.p.A."	"Designer: Ferragamo S.p.A."	"Shoes, ca. 1957-1965"	"Suede and leather, 2 3/4 H x 3 1/4 W x 10 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.528a-b]"	"779995"	"779995, 779994, 779993, 779992"	"Ferragamo S.p.A.. Shoes, ca. 1957-1965. Suede and leather, 2 3/4 H x 3 1/4 W x 10 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.528a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7362"	"2000.3.536a-b"		"Clothing/Personal Artifacts"		"Black suede Fenton Perambulator shoe; pleated upper; closed top 1"" stacked wood heel; rubber sole.  Same as 2000.3.532 & 533."	"Gift of Juan and Anna Marie Hamilton      "	"Suede and rubber"	"suede, rubber"	"3 1/2 x 10 1/2 x 3 1/4 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Marked inside shoe, size 7 1/2; Saks Fifth Avenue, Fenton Perambulator."	"Copyright Not Evaluated"	"Business: Saks Fifth Avenue"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", "	"Saks Fifth Avenue"	"Business: Saks Fifth Avenue"	"Shoes, 1960s"	"Suede and rubber, 3 1/2 x 10 1/2 x 3 1/4 inches"	"Georgia O'Keeffe Museum"		"[2000.3.536a-b]"	"780019"	"780019, 780018, 780017, 780016"	"Saks Fifth Avenue. Shoes, 1960s. Suede and rubber, 3 1/2 x 10 1/2 x 3 1/4 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.536a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"	"7535, 7582"	
"Georgia O'Keeffe Museum (Santa Fe)"	"7363"	"2000.3.537a-b"		"Clothing/Personal Artifacts"		"Cream suede/ tan; pleated upper; closed toe; 1"" suede heel; leather sole 8 1/2 N 8733 m5823c noted inside."	"Gift of Juan and Anna Marie Hamilton      "	"Suede and leather"	"suede, leather"	"3 1/2  H x 3 1/4  W x 10 1/2  L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	" 1"" suede heel; leather sole 8 1/2 N 8733 m5823c noted inside."	"Copyright Not Evaluated"	"Business: Saks Fifth Avenue"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", "	"Saks Fifth Avenue"	"Business: Saks Fifth Avenue"	"Shoes, Early 1960s"	"Suede and leather, 3 1/2 H x 3 1/4 W x 10 1/2 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.537a-b]"	"780023"	"780023, 780022, 780021, 780020"	"Saks Fifth Avenue. Shoes, Early 1960s. Suede and leather, 3 1/2 H x 3 1/4 W x 10 1/2 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.537a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7364"	"2000.3.547a-b"		"Clothing/Personal Artifacts"		"PF Flyer Blue Sneakers with white rubber soles and white shoe laces.  Ortho insoles glued into interior."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton and rubber"	"rubber, cotton"	"3 H x 3 1/2 W x 10 1/2 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"PF on the backs of both shoes. PF Flyer"	"Copyright Not Evaluated"	"Manufacturer: New Balance Athletic Shoe, Inc."			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"		", "	"New Balance Athletic Shoe, Inc."	"Manufacturer: New Balance Athletic Shoe, Inc."	"Shoes; Sneakers, ca. 1963"	"Cotton and rubber, 3 H x 3 1/2 W x 10 1/2 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.547a-b]"	"780049"	"780049, 780056, 780055, 780054, 780053, 780052, 780050, 780051"	"New Balance Athletic Shoe, Inc.. Shoes; Sneakers, ca. 1963. Cotton and rubber, 3 H x 3 1/2 W x 10 1/2 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.547a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"	"4992, 5004, 4996, 4968, 4956, 4991"	"https://en.wikipedia.org/wiki/PF_Flyers   Public Web Link   PF Flyers is a brand of athletic shoes that are currently manufactured by New Balance. In 1933, canvas footwear pioneer BF Goodrich patented the Posture Foundation insole, and began adding the new technology to its action shoes. Goodrich shoes with Posture Foundation became known simply as ""P-F"" in 1937. Fashion trends in the Forties and Fifties saw PF Flyers expand from gyms and ball fields to become fashionable active footwear. ""Everything you do is more fun with PF"" read one 1947 magazine ad. PF styles ranged from high- and low-top sport shoes to oxfords and moccasins ""for work, relaxation and play."" By the 1960s, PF was one of the most popular shoes in America, but struggled with industry changes in the early Seventies."
"Georgia O'Keeffe Museum (Santa Fe)"	"7365"	"2000.3.600"		"Clothing/Personal Artifacts"		"Sheer white Blouse with pleat front and neck tie, button cuffs, flaram embroidery on placket.  Darts on front. Lingerie. Stand collar with ties, button front, vertical pin tracks, front and back cuffs. ^ ^Note: has label M.Vernet Paris; cutwork on sleeves and front; blue embroidery down front - 2 little stars and running down front - lace trim down front and on sleeves; waist darts front and back.  not 1930s but later; combo-hand and machine stitching; lace at end of ties."	"Gift of Juan and Anna Marie Hamilton      "	"Linen"	"linen"	"23 7/16 x 59 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Label: ""Blouses-Lingerie; M. Vernet; 5 Rue du 29 Juillet/Paris"""	"Copyright Not Evaluated"	"Designer: M. Vernet"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"M. Vernet"	"Designer: M. Vernet"	"Blouse, ca. 1950s"	"Linen, 23 7/16 x 59 inches"	"Georgia O'Keeffe Museum"		"[2000.3.600]"	"780225"	"780225, 780057"	"M. Vernet. Blouse, ca. 1950s. Linen, 23 7/16 x 59 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.600]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7366"	"2000.3.601"		"Clothing/Personal Artifacts"		"Black Wrap Dress, long sleeves, rolled collar, side pocket; rolled rounded collar."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"46  x 55 1/2 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Dress, Wrap, 1945-1986"	"Cotton, 46 x 55 1/2 inches"	"Georgia O'Keeffe Museum"		"[2000.3.601]"	"780058"	"780058, 780226"	"Unknown. Dress, Wrap, 1945-1986. Cotton, 46 x 55 1/2 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.601]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7367"	"2000.3.602"		"Clothing/Personal Artifacts"		"Wrap Dress, Black, cotton, long sleeve, rolled collar, side pockets; closure on sleeve cuffs with five button loops; black shiny rounded buttons. Button cuff."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"59 3/4 W x 45 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Dress, Wrap, 1945-1986"	"Cotton, 59 3/4 W x 45 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.602]"	"780059"	"780059"	"Unknown. Dress, Wrap, 1945-1986. Cotton, 59 3/4 W x 45 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.602]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7368"	"2000.3.603"		"Clothing/Personal Artifacts"		"Shirt, denim; dark blue with 7 white snap down front buttons;  Two side snap pockets located on the chest; Five snap button son each sleeve."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"31 3/4  x 60 inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Label: ""SANFORIZED"" for permanent fit."	"Copyright Not Evaluated"	"Manufacturer: Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Manufacturer: Unknown"	"Shirt, 1930-1986"	"Cotton, 31 3/4 x 60 inches"	"Georgia O'Keeffe Museum"		"[2000.3.603]"	"780227"	"780227, 780061, 780060"	"Unknown. Shirt, 1930-1986. Cotton, 31 3/4 x 60 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.603]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7369"	"2000.3.605"		"Clothing/Personal Artifacts"		"Apron, denim. Made from at least 2 pieces of denim material, neck strap and ties patch pocket at proper right breast. Paint-stained apron with pocket at right breast. Bottom panel. ^ ^NOTE:  Seam Studio! Homemade added bottom at some point.   Bottom section pieced, warp running sideways, raw side edges."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton denim"	"cotton"	"27 1/4 W x 54 3/4 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"		"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Apron, 20th Century"	"Cotton denim, 27 1/4 W x 54 3/4 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.605]"	"780228"	"780228, 780064"	"Unknown. Apron, 20th Century. Cotton denim, 27 1/4 W x 54 3/4 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.605]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"737"	"2006.5.281"	"1361, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Untitled (Road) winds through hills overall on paper."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"11 7/8 x 9 inches"	"Aug 28 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Verso of cat. no. 1006"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Road), 1959"	"Graphite on paper, 11 7/8 x 9 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.281]"	"725958"	"725958, "	"Georgia O'Keeffe. Untitled (Road), 1959. Graphite on paper, 11 7/8 x 9 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.281]"	"1361"			"674"	"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"7370"	"2000.3.607"		"Clothing/Personal Artifacts"		"Bandana; Blue square. Square border made up with small and large white polkadots. Larger white circles arranged symetrically within border. White stitching on outer seam. Designs printed on top only, but are visible on underside."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"22 1/2 x 23 inches"	"Nov 26 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"No apparent mark or label"	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Bandana, Handkerchief, 1950s"	"Cotton, 22 1/2 x 23 inches"	"Georgia O'Keeffe Museum"		"[2000.3.607]"	"780066"	"780066, 780230"	"Unknown. Bandana, Handkerchief, 1950s. Cotton, 22 1/2 x 23 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.607]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7371"	"2000.3.608"		"Clothing/Personal Artifacts"		"Bandana, white square with small and large black polka dots arranged into a square outer border. Larger black circles arranged symetrically within border. Designs only printed on top but are visible on underside."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"21 W x 23 1/4 L inches"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"No apparent mark or label"	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Bandana, Handkerchief, 1950s"	"Cotton, 21 W x 23 1/4 L inches"	"Georgia O'Keeffe Museum"		"[2000.3.608]"	"780067"	"780067, 780231"	"Unknown. Bandana, Handkerchief, 1950s. Cotton, 21 W x 23 1/4 L inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.608]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7372"	"2000.3.609x"		"Clothing/Personal Artifacts"		"Bandana, Handkerchief. Dark  Blue with white Paisley design on both sides. Patterns from a square design in center, paisley border around edges.  White lettering in corner, ""Fast Color 100% cotton RN23T33""."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"22  x 20 1/2 inches ^21 1/2  x 20 inches"	"Aug 28 2019"	"2"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"White lettering in corner, ""Fast Color 100% cotton RN23T33""."	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Bandana, Handkerchief, 1950s"	"Cotton, 22 x 20 1/2 inches ^21 1/2 x 20 inches"	"Georgia O'Keeffe Museum"		"[2000.3.609x]"	"780068"	"780068"	"Unknown. Bandana, Handkerchief, 1950s. Cotton, 22 x 20 1/2 inches ^21 1/2 x 20 inches. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.609x]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7373"	"2000.3.610"		"Clothing/Personal Artifacts"		"Shirt, denim chambray shirt, faded, two patch pockets on chest, button-up, double pointed collar, button enclosures on pockets. White buttons."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton denim"	"cotton"	"28 x 59 inches ^ ^ ^59.5 W x 30.75 L in. (W: st to st  L: toc to BH"	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"Label: ""OLD KENTUCKY, WELL MADE"" - BLACK LABEL YELLOW STITCHING. ^ ^Gold script on brown tag."	"Copyright Not Evaluated"	"Manufacturer: Old Kentucky"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Old Kentucky"	"Manufacturer: Old Kentucky"	"Shirt, 1950s"	"Cotton denim, 28 x 59 inches ^ ^ ^59.5 W x 30.75 L in. (W: st to st L: toc to BH"	"Georgia O'Keeffe Museum"		"[2000.3.610]"	"780234"	"780234, 780070, 780069"	"Old Kentucky. Shirt, 1950s. Cotton denim, 28 x 59 inches ^ ^ ^59.5 W x 30.75 L in. (W: st to st L: toc to BH. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.610]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
"Georgia O'Keeffe Museum (Santa Fe)"	"7374"	"2000.3.611a-b"		"Clothing/Personal Artifacts"		"a-b: Kimono and belt; a: Black and white swirling patterns and concentric circles in spiral,  b: Belt white side with white floral embroidery; white reverse side of belt,  Kimono fabric. No label.  Japan?  a: Bottom of sleeves have 6"" openings; b: rectangular belt has identical swirl patterns like the garment; other side is white with white embroidery patterns at either end."	"Gift of Juan and Anna Marie Hamilton      "	"Cotton"	"cotton"	"Kimono: 52 x 51 1/2 inches ^Belt: 54 5/8 L inches ^ ^a: 51 W x 55 3/4  L inches ^b: 54 1/4 L x 3 5/8 W in."	"Aug 28 2019"	"1"	"Clothing/Personal Artifacts"	"Web Published"	"Personal Property/Curatorial"	"Accessioned"	"no label"	"Copyright Not Evaluated"	"Unknown"			"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/CNE/1.0/"	"http://vocab.getty.edu/aat/300266639"			"Unknown"	"Unknown"	"Kimono and Belt, ca. 1960s"	"Cotton, Kimono: 52 x 51 1/2 inches ^Belt: 54 5/8 L inches ^ ^a: 51 W x 55 3/4 L inches ^b: 54 1/4 L x 3 5/8 W in."	"Georgia O'Keeffe Museum"		"[2000.3.611a-b]"	"780071"	"780071, 780072"	"Unknown. Kimono and Belt, ca. 1960s. Cotton, Kimono: 52 x 51 1/2 inches ^Belt: 54 5/8 L inches ^ ^a: 51 W x 55 3/4 L inches ^b: 54 1/4 L x 3 5/8 W in.. Georgia O'Keeffe Museum. Gift of Juan and Anna Marie Hamilton. [2000.3.611a-b]"			"Georgia O'Keeffe: Living Modern; Wanda Corn; 2017"		
